Unnamed: 0,Site_name,Country,Country_code,Latitude,Longitude,Date_Time_UTC,Water_body_type,Water_type,Depth,Chla,TSS,Turbidity,Secchi_depth,Chla_plus_phaeo,aCDOM440,Date,Time,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
1150,Lake Geneva,Switzerland,CH,46.5002,6.6608,2018-10-18T14:07,1,6.0,110.0,2.51209084750952,,,4.54309397084148,,,2018-10-18,14:07:00,0.004000000189989805,0.003800000064074993,0.017650000751018524,0.01769999973475933,0.008449999615550041,0.008200000040233135,0.006800000090152025,0.00634999992325902,0.006800000090152025,0.005750000011175871
